"Building","Strategy","Date","Day"
"MRF","VFD","9/17/2014","Wednesday"
"MRF","VFD","9/23/2014","Tuesday"
"MRF","VFD","9/26/2014","Friday"
"OHE","GTR & VFD","5/20/2014","Tuesday"
"OHE","GTR & VFD","5/22/2014","Thursday"
"OHE","VFD","4/30/2014","Wednesday"
"OHE","VFD","5/2/2014","Friday"
"OHE","VFD","7/25/2014","Friday"
"OHE","VFD","8/18/2014","Monday"
"OHE","VFD","9/16/2014","Tuesday"
"OHE","VFD","9/17/2014","Wednesday"
"OHE","VFD","9/23/2014","Tuesday"
"RGL","VFD","4/29/2014","Tuesday"
"RGL","VFD","5/1/2014","Thursday"
"RGL","VFD","5/19/2014","Monday"
"RGL","VFD","5/21/2014","Wednesday"
"RGL","VFD","9/16/2014","Tuesday"
"RGL","VFD","9/17/2014","Wednesday"
"RGL","VFD","9/23/2014","Tuesday"
"RGL","VFD","9/26/2014","Friday"
"SAL","VFD","5/20/2014","Tuesday"
"SAL","VFD","5/22/2014","Thursday"
"SAL","VFD","9/17/2014","Wednesday"
"SAL","VFD","9/23/2014","Tuesday"
"SAL","VFD","9/26/2014","Friday"
"SAL","VFD & DUTY","4/30/2014","Wednesday"
"SAL","VFD & DUTY","5/2/2014","Friday"
"SCB","GTR","7/25/2014","Friday"
"SCB","GTR","8/20/2014","Wednesday"
"SCB","GTR & VFD","5/19/2014","Monday"
"SCB","GTR & VFD","5/21/2014","Wednesday"
"SCB","VFD","4/30/2014","Wednesday"
"SCB","VFD","5/2/2014","Friday"
"SCB","VFD","9/16/2014","Tuesday"
"SCB","VFD","9/17/2014","Wednesday"
"SCB","VFD","9/23/2014","Tuesday"
"SCB","VFD","9/26/2014","Friday"
"SCC","VFD","4/30/2014","Wednesday"
"SCC","VFD","5/2/2014","Friday"
"SCC","VFD","5/20/2014","Tuesday"
"SCC","VFD","5/22/2014","Thursday"
"SCC","VFD","9/26/2014","Friday"
"SCE","VFD","4/30/2014","Wednesday"
"SCE","VFD","5/19/2014","Monday"
"SCE","VFD","5/2/2014","Friday"
"SCE","VFD","5/21/2014","Wednesday"
"SCE","VFD","9/16/2014","Tuesday"
"SCE","VFD","9/17/2014","Wednesday"
"SCE","VFD","9/23/2014","Tuesday"
"SCE","VFD","9/26/2014","Friday"
"SCI","VFD","9/10/2014","Wednesday"
"SCI","VFD","9/12/2014","Friday"
"SCI","VFD","9/16/2014","Tuesday"
"SCI","VFD","9/17/2014","Wednesday"
"SCI","VFD","9/23/2014","Tuesday"
"SCI","VFD","9/26/2014","Friday"
"SCI","VFD","9/8/2014","Monday"
"SCX","VFD","4/30/2014","Wednesday"
"SCX","VFD","5/2/2014","Friday"
"SCX","VFD","5/20/2014","Tuesday"
"SCX","VFD","5/22/2014","Thursday"
"SCX","VFD","9/16/2014","Tuesday"
"SCX","VFD","9/17/2014","Wednesday"
"SCX","VFD","9/23/2014","Tuesday"
"SLH","DUTY","4/30/2014","Wednesday"
"SLH","DUTY","5/19/2014","Monday"
"SLH","DUTY","5/2/2014","Friday"
"SLH","DUTY","5/21/2014","Wednesday"
"SLH","DUTY","9/16/2014","Tuesday"
"SLH","DUTY","9/17/2014","Wednesday"
"SLH","DUTY","9/23/2014","Tuesday"
"SLH","DUTY","9/26/2014","Friday"
"SOS","GTR & VFD","5/20/2014","Tuesday"
"SOS","GTR & VFD","5/22/2014","Thursday"
"SOS","VFD","4/30/2014","Wednesday"
"SOS","VFD","5/2/2014","Friday"
"SOS","VFD","9/16/2014","Tuesday"
"SOS","VFD","9/17/2014","Wednesday"
"STU","VFD","4/30/2014","Wednesday"
"STU","VFD","5/19/2014","Monday"
"STU","VFD","5/2/2014","Friday"
"STU","VFD","5/21/2014","Wednesday"
"STU","VFD","7/25/2014","Friday"
"STU","VFD","8/11/2014","Monday"
"STU","VFD","8/18/2014","Monday"
"STU","VFD","8/20/2014","Wednesday"
"STU","VFD","9/16/2014","Tuesday"
"STU","VFD","9/17/2014","Wednesday"
"STU","VFD","9/23/2014","Tuesday"
"STU","VFD","9/26/2014","Friday"
"SWC","VFD","4/30/2014","Wednesday"
"SWC","VFD","5/2/2014","Friday"
"SWC","VFD","5/20/2014","Tuesday"
"SWC","VFD","5/22/2014","Thursday"
"SWC","VFD","9/16/2014","Tuesday"
"SWC","VFD","9/17/2014","Wednesday"
"SWC","VFD","9/23/2014","Tuesday"
"TCC","GTR","7/25/2014","Friday"
"TCC","GTR & VFD","4/30/2014","Wednesday"
"TCC","GTR & VFD","5/19/2014","Monday"
"TCC","GTR & VFD","5/2/2014","Friday"
"TCC","GTR & VFD","5/21/2014","Wednesday"
"TCC","VFD","9/16/2014","Tuesday"
"TCC","VFD","9/17/2014","Wednesday"
"TCC","VFD","9/23/2014","Tuesday"
"TCC","VFD","9/26/2014","Friday"
"THH","VFD","9/16/2014","Tuesday"
"THH","VFD","9/17/2014","Wednesday"
"THH","VFD","9/23/2014","Tuesday"
"THH","VFD & DUTY","4/30/2014","Wednesday"
"THH","VFD & DUTY","5/2/2014","Friday"
"THH","VFD & DUTY","5/20/2014","Tuesday"
"THH","VFD & DUTY","5/22/2014","Thursday"
"VKC","GTR","2/10/2014","Monday"
"VKC","GTR","2/12/2014","Wednesday"
"VKC","GTR","2/14/2014","Friday"
"VKC","GTR & VFD & DUTY","5/19/2014","Monday"
"VKC","GTR & VFD & DUTY","5/21/2014","Wednesday"
"VKC","GTR & VFD","2/18/2014","Tuesday"
"VKC","GTR & VFD","2/20/2014","Thursday"
"VKC","GTR & DUTY","1/7/2014","Tuesday"
"VKC","GTR & DUTY","1/9/2014","Thursday"
"VKC","GTR & DUTY","2/24/2014","Monday"
"VKC","GTR & DUTY","2/26/2014","Wednesday"
"VKC","GTR & DUTY","2/28/2014","Friday"
"VKC","VFD & DUTY","1/11/2014","Saturday"
"VKC","VFD & DUTY","1/13/2014","Monday"
"VKC","VFD & DUTY","1/15/2014","Wednesday"
"VKC","VFD & DUTY","1/17/2014","Friday"
"VKC","VFD & DUTY","1/21/2014","Tuesday"
"VKC","VFD & DUTY","1/23/2014","Thursday"
"VKC","GTR & VFD & DUTY","1/27/2014","Monday"
"VKC","GTR & VFD & DUTY","1/29/2014","Wednesday"
"VKC","GTR & VFD & DUTY","1/31/2014","Friday"
"VKC","GTR & VFD & DUTY","2/4/2014","Tuesday"
"VKC","GTR & VFD & DUTY","2/6/2014","Thursday"
"VKC","VFD","9/17/2014","Wednesday"
"VKC","VFD & DUTY","4/30/2014","Wednesday"
"VKC","VFD & DUTY","5/2/2014","Friday"
"WAH","VFD","4/30/2014","Wednesday"
"WAH","VFD","5/2/2014","Friday"
"WAH","VFD","5/20/2014","Tuesday"
"WAH","VFD","5/22/2014","Thursday"
"WAH","VFD","9/16/2014","Tuesday"
"WAH","VFD","9/17/2014","Wednesday"
"WAH","VFD","9/23/2014","Tuesday"
"WAH","VFD","9/26/2014","Friday"
"WPH","GTR","2/10/2014","Monday"
"WPH","GTR","2/12/2014","Wednesday"
"WPH","GTR","2/14/2014","Friday"
"WPH","GTR & VFD & DUTY","5/19/2014","Monday"
"WPH","GTR & VFD & DUTY","5/21/2014","Wednesday"
"WPH","GTR & VFD","2/18/2014","Tuesday"
"WPH","GTR & VFD","2/20/2014","Thursday"
"WPH","GTR & DUTY","2/24/2014","Monday"
"WPH","GTR & DUTY","2/26/2014","Wednesday"
"WPH","GTR & DUTY","2/28/2014","Friday"
"WPH","GTR & DUTY","3/4/2014","Tuesday"
"WPH","GTR & DUTY","3/6/2014","Thursday"
"WPH","VFD & DUTY","3/10/2014","Monday"
"WPH","VFD & DUTY","3/12/2014","Wednesday"
"WPH","VFD & DUTY","3/14/2014","Friday"
"WPH","VFD & DUTY","3/18/2014","Tuesday"
"WPH","VFD & DUTY","3/20/2014","Thursday"
"WPH","GTR & VFD & DUTY","1/27/2014","Monday"
"WPH","GTR & VFD & DUTY","1/29/2014","Wednesday"
"WPH","GTR & VFD & DUTY","1/31/2014","Friday"
"WPH","GTR & VFD & DUTY","2/4/2014","Tuesday"
"WPH","GTR & VFD & DUTY","2/6/2014","Thursday"
"WPH","VFD","9/17/2014","Wednesday"
"WPH","VFD","9/23/2014","Tuesday"
"WPH","VFD & DUTY","4/30/2014","Wednesday"
"WPH","VFD & DUTY","5/2/2014","Friday"
